gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
376,194711260WSC,NBA,1,1948,11/26/1947,6,0,STB,Bombers,64,1409.0825,1400.5768,41.412182,WSC,Capitols,83,1455.7742,1464.2799,A,L,0.30060363,
377,194711270GSW,NBA,0,1948,11/27/1947,7,0,PHW,Warriors,59,1453.8931,1423.4999,43.812302,NYK,Knicks,81,1371.2363,1401.6295,H,L,0.74105453,
377,194711270GSW,NBA,1,1948,11/27/1947,9,0,NYK,Knicks,81,1371.2363,1401.6295,41.522594,PHW,Warriors,59,1453.8931,1423.4999,A,W,0.25894547,
378,194711270PRO,NBA,0,1948,11/27/1947,6,0,PRO,Steamrollers,61,1299.6395,1288.5664,29.943186,BLB,Baltimore,76,1450.1345,1461.2076,H,L,0.42783922,
378,194711270PRO,NBA,1,1948,11/27/1947,7,0,BLB,Baltimore,76,1450.1345,1461.2076,47.711178,PRO,Steamrollers,61,1299.6395,1288.5664,A,W,0.57216078,
379,194711280BOS,NBA,0,1948,11/28/1947,10,0,BOS,Celtics,92,1283.7355,1296.5094,30.719925,WSC,Capitols,83,1464.2799,1451.506,H,W,0.38612005,
379,194711280BOS,NBA,1,1948,11/28/1947,8,0,WSC,Capitols,83,1464.2799,1451.506,46.716949,BOS,Celtics,92,1283.7355,1296.5094,A,L,0.61387992,
380,194711280CHS,NBA,0,1948,11/28/1947,6,0,CHS,Stags,75,1449.6821,1453.4275,46.914452,PHW,Warriors,71,1423.4999,1419.7545,H,W,0.67400676,
380,194711280CHS,NBA,1,1948,11/28/1947,8,0,PHW,Warriors,71,1423.4999,1419.7545,43.421032,CHS,Stags,75,1449.6821,1453.4275,A,L,0.32599324,
381,194711290STB,NBA,0,1948,11/29/1947,7,0,STB,Bombers,67,1400.5768,1393.3099,40.649944,BLB,Baltimore,71,1461.2076,1468.4745,H,L,0.5564155,
381,194711290STB,NBA,1,1948,11/29/1947,8,0,BLB,Baltimore,71,1461.2076,1468.4745,48.45068,STB,Bombers,67,1400.5768,1393.3099,A,W,0.4435845,
382,194711290WSC,NBA,0,1948,11/29/1947,9,0,WSC,Capitols,78,1451.506,1434.0424,44.91066,PRO,Steamrollers,85,1288.5664,1306.03,H,L,0.81959438,
382,194711290WSC,NBA,1,1948,11/29/1947,7,0,PRO,Steamrollers,85,1288.5664,1306.03,31.661377,WSC,Capitols,78,1451.506,1434.0424,A,W,0.18040562,
383,194712010NYK,NBA,1,1948,12/1/1947,10,0,WSC,Capitols,70,1434.0424,1445.4846,46.096333,NYK,Knicks,62,1401.6295,1390.1873,A,W,0.40394288,
383,194712010NYK,NBA,0,1948,12/1/1947,10,0,NYK,Knicks,62,1401.6295,1390.1873,40.322441,WSC,Capitols,70,1434.0424,1445.4846,H,L,0.59605712,
384,194712020BOS,NBA,0,1948,12/2/1947,11,0,BOS,Celtics,69,1296.5094,1289.6776,30.051352,BLB,Baltimore,77,1468.4745,1475.3063,H,L,0.39789006,
384,194712020BOS,NBA,1,1948,12/2/1947,9,0,BLB,Baltimore,77,1468.4745,1475.3063,49.141373,BOS,Celtics,69,1296.5094,1289.6776,A,W,0.60210991,
385,194712020PRO,NBA,0,1948,12/2/1947,8,0,PRO,Steamrollers,66,1306.03,1288.8757,29.97328,STB,Bombers,86,1393.3099,1410.4642,H,L,0.51829749,
385,194712020PRO,NBA,1,1948,12/2/1947,8,0,STB,Bombers,86,1393.3099,1410.4642,42.448742,PRO,Steamrollers,66,1306.03,1288.8757,A,W,0.48170251,
386,194712030CHS,NBA,0,1948,12/3/1947,7,0,CHS,Stags,81,1453.4275,1459.2689,47.513107,WSC,Capitols,73,1445.4846,1439.6432,H,W,0.65052986,
386,194712030CHS,NBA,1,1948,12/3/1947,11,0,WSC,Capitols,73,1445.4846,1439.6432,45.491982,CHS,Stags,81,1453.4275,1459.2689,A,L,0.34947014,
387,194712030GSW,NBA,0,1948,12/3/1947,9,0,PHW,Warriors,58,1419.7545,1404.0184,41.773117,BLB,Baltimore,73,1475.3063,1491.0424,H,L,0.56361943,
387,194712030GSW,NBA,1,1948,12/3/1947,10,0,BLB,Baltimore,73,1475.3063,1491.0424,50.713516,PHW,Warriors,58,1419.7545,1404.0184,A,W,0.43638057,
388,194712040BLB,NBA,1,1948,12/4/1947,9,0,STB,Bombers,65,1410.4642,1432.6763,44.76862,BLB,Baltimore,51,1491.0424,1468.8303,A,W,0.26124817,
388,194712040BLB,NBA,0,1948,12/4/1947,11,0,BLB,Baltimore,51,1491.0424,1468.8303,48.486767,STB,Bombers,65,1410.4642,1432.6763,H,L,0.73875183,
389,194712050BOS,NBA,0,1948,12/5/1947,12,0,BOS,Celtics,73,1289.6776,1293.8782,30.461714,PRO,Steamrollers,69,1288.8757,1284.6752,H,W,0.64112777,
389,194712050BOS,NBA,1,1948,12/5/1947,9,0,PRO,Steamrollers,69,1288.8757,1284.6752,29.565723,BOS,Celtics,73,1289.6776,1293.8782,A,L,0.35887223,
390,194712060CHS,NBA,0,1948,12/6/1947,8,0,CHS,Stags,73,1459.2689,1465.5802,48.156719,BLB,Baltimore,65,1468.8303,1462.519,H,W,0.62728953,
390,194712060CHS,NBA,1,1948,12/6/1947,12,0,BLB,Baltimore,65,1468.8303,1462.519,47.844978,CHS,Stags,73,1459.2689,1465.5802,A,L,0.37271047,
391,194712060PRO,NBA,0,1948,12/6/1947,10,0,PRO,Steamrollers,85,1284.6752,1263.7725,27.575239,NYK,Knicks,114,1390.1873,1411.09,H,L,0.49206814,
391,194712060PRO,NBA,1,1948,12/6/1947,11,0,NYK,Knicks,114,1390.1873,1411.09,42.51429,PRO,Steamrollers,85,1284.6752,1263.7725,A,W,0.50793183,
392,194712080NYK,NBA,0,1948,12/8/1947,12,0,NYK,Knicks,71,1411.09,1420.947,43.545662,STB,Bombers,56,1432.6763,1422.8192,H,W,0.61096859,
392,194712080NYK,NBA,1,1948,12/8/1947,10,0,STB,Bombers,56,1432.6763,1422.8192,43.74123,NYK,Knicks,71,1411.09,1420.947,A,L,0.38903141,
393,194712090GSW,NBA,1,1948,12/9/1947,11,0,PRO,Steamrollers,74,1263.7725,1261.6449,27.37635,PHW,Warriors,78,1404.0184,1406.146,A,L,0.20053291,
393,194712090GSW,NBA,0,1948,12/9/1947,10,0,PHW,Warriors,78,1404.0184,1406.146,41.996185,PRO,Steamrollers,74,1263.7725,1261.6449,H,W,0.79946709,
394,194712100BOS,NBA,0,1948,12/10/1947,13,0,BOS,Celtics,75,1293.8782,1288.1692,29.90456,NYK,Knicks,79,1420.947,1426.656,H,L,0.46112344,
394,194712100BOS,NBA,1,1948,12/10/1947,13,0,NYK,Knicks,79,1420.947,1426.656,44.141617,BOS,Celtics,75,1293.8782,1288.1692,A,W,0.53887653,
395,194712110BLB,NBA,1,1948,12/11/1947,12,0,WSC,Capitols,71,1439.6432,1446.8217,46.234356,BLB,Baltimore,69,1462.519,1455.3406,A,W,0.33018905,
395,194712110BLB,NBA,0,1948,12/11/1947,13,0,BLB,Baltimore,69,1462.519,1455.3406,47.110809,WSC,Capitols,71,1439.6432,1446.8217,H,L,0.66981095,
396,194712110GSW,NBA,0,1948,12/11/1947,11,0,PHW,Warriors,69,1406.146,1396.8315,41.019337,STB,Bombers,74,1422.8192,1432.1337,H,L,0.61766934,
396,194712110GSW,NBA,1,1948,12/11/1947,11,0,STB,Bombers,74,1422.8192,1432.1337,44.712177,PHW,Warriors,69,1406.146,1396.8315,A,W,0.38233066,
397,194712120BOS,NBA,0,1948,12/12/1947,14,0,BOS,Celtics,69,1288.1692,1293.156,30.390999,PHW,Warriors,67,1396.8315,1391.8447,H,W,0.48753646,
397,194712120BOS,NBA,1,1948,12/12/1947,12,0,PHW,Warriors,67,1396.8315,1391.8447,40.496265,BOS,Celtics,69,1288.1692,1293.156,A,L,0.51246357,
398,194712120CHS,NBA,1,1948,12/12/1947,12,0,STB,Bombers,85,1432.1337,1448.0066,46.356575,CHS,Stags,75,1465.5802,1449.7073,A,W,0.31687295,
398,194712120CHS,NBA,0,1948,12/12/1947,9,0,CHS,Stags,75,1465.5802,1449.7073,46.531826,STB,Bombers,85,1432.1337,1448.0066,H,L,0.68312705,
399,194712130BLB,NBA,1,1948,12/13/1947,14,0,NYK,Knicks,80,1426.656,1446.074,46.157188,BLB,Baltimore,66,1455.3406,1435.9226,A,W,0.32283622,
399,194712130BLB,NBA,0,1948,12/13/1947,14,0,BLB,Baltimore,66,1455.3406,1435.9226,45.106003,NYK,Knicks,80,1426.656,1446.074,H,L,0.67716378,
400,194712130WSC,NBA,1,1948,12/13/1947,12,0,PRO,Steamrollers,72,1261.6449,1257.9304,27.03084,WSC,Capitols,88,1446.8217,1450.5361,A,L,0.16224617,
400,194712130WSC,NBA,0,1948,12/13/1947,13,0,WSC,Capitols,88,1446.8217,1450.5361,46.617161,PRO,Steamrollers,72,1261.6449,1257.9304,H,W,0.83775383,
401,194712150NYK,NBA,0,1948,12/15/1947,15,0,NYK,Knicks,71,1446.074,1437.0378,45.221779,PHW,Warriors,74,1391.8447,1400.8809,H,L,0.70843905,
401,194712150NYK,NBA,1,1948,12/15/1947,13,0,PHW,Warriors,74,1391.8447,1400.8809,41.444073,NYK,Knicks,71,1446.074,1437.0378,A,W,0.29156095,
402,194712170BOS,NBA,0,1948,12/17/1947,15,0,BOS,Celtics,67,1293.156,1295.4513,30.615984,PRO,Steamrollers,66,1257.9304,1255.6351,H,W,0.68533969,
402,194712170BOS,NBA,1,1948,12/17/1947,13,0,PRO,Steamrollers,66,1257.9304,1255.6351,26.818451,BOS,Celtics,67,1293.156,1295.4513,A,L,0.31466031,
403,194712170WSC,NBA,1,1948,12/17/1947,15,0,BLB,Baltimore,64,1435.9226,1432.9059,44.7925,WSC,Capitols,66,1450.5361,1453.5529,A,L,0.34079164,
403,194712170WSC,NBA,0,1948,12/17/1947,14,0,WSC,Capitols,66,1450.5361,1453.5529,46.92733,BLB,Baltimore,64,1435.9226,1432.9059,H,W,0.65920836,
404,194712180BLB,NBA,1,1948,12/18/1947,13,0,STB,Bombers,67,1448.0066,1442.0165,45.737774,BLB,Baltimore,74,1432.9059,1438.896,A,L,0.38019526,
404,194712180BLB,NBA,0,1948,12/18/1947,16,0,BLB,Baltimore,74,1432.9059,1438.896,45.414528,STB,Bombers,67,1448.0066,1442.0165,H,W,0.61980474,
405,194712180CHS,NBA,1,1948,12/18/1947,15,0,WSC,Capitols,70,1453.5529,1464.1909,48.015343,CHS,Stags,64,1449.7073,1439.0692,A,W,0.36505061,
405,194712180CHS,NBA,0,1948,12/18/1947,10,0,CHS,Stags,64,1449.7073,1439.0692,45.432487,WSC,Capitols,70,1453.5529,1464.1909,H,L,0.63494939,
406,194712180GSW,NBA,1,1948,12/18/1947,16,0,NYK,Knicks,99,1437.0378,1462.9384,47.88773,PHW,Warriors,71,1400.8809,1374.9803,A,W,0.40914285,
406,194712180GSW,NBA,0,1948,12/18/1947,14,0,PHW,Warriors,71,1400.8809,1374.9803,38.729568,NYK,Knicks,99,1437.0378,1462.9384,H,L,0.59085715,
407,194712190BOS,NBA,0,1948,12/19/1947,16,0,BOS,Celtics,78,1295.4513,1306.1383,31.672146,STB,Bombers,70,1442.0165,1431.3295,H,W,0.4333857,
407,194712190BOS,NBA,1,1948,12/19/1947,14,0,STB,Bombers,70,1442.0165,1431.3295,44.628494,BOS,Celtics,78,1295.4513,1306.1383,A,L,0.56661427,
408,194712200NYK,NBA,1,1948,12/20/1947,17,0,BOS,Celtics,58,1306.1383,1302.5533,31.316317,NYK,Knicks,70,1462.9384,1466.5233,A,L,0.1856904,
408,194712200NYK,NBA,0,1948,12/20/1947,17,0,NYK,Knicks,70,1462.9384,1466.5233,48.25259,BOS,Celtics,58,1306.1383,1302.5533,H,W,0.8143096,
409,194712200PRO,NBA,1,1948,12/20/1947,15,0,PHW,Warriors,80,1374.9803,1382.1716,39.482269,PRO,Steamrollers,74,1255.6351,1248.4438,A,W,0.52781129,
409,194712200PRO,NBA,0,1948,12/20/1947,14,0,PRO,Steamrollers,74,1255.6351,1248.4438,26.15864,PHW,Warriors,80,1374.9803,1382.1716,H,L,0.47218874,
410,194712200WSC,NBA,1,1948,12/20/1947,15,0,STB,Bombers,55,1431.3295,1439.8669,45.515171,WSC,Capitols,52,1464.1909,1455.6534,A,W,0.31760246,
410,194712200WSC,NBA,0,1948,12/20/1947,16,0,WSC,Capitols,52,1464.1909,1455.6534,47.142895,STB,Bombers,55,1431.3295,1439.8669,H,L,0.68239754,
411,194712210CHS,NBA,1,1948,12/21/1947,17,0,BLB,Baltimore,83,1438.896,1431.9843,44.696632,CHS,Stags,93,1439.0692,1445.981,A,L,0.35970533,
411,194712210CHS,NBA,0,1948,12/21/1947,11,0,CHS,Stags,93,1439.0692,1445.981,46.147583,BLB,Baltimore,83,1438.896,1431.9843,H,W,0.64029467,
412,194712230BOS,NBA,0,1948,12/23/1947,18,0,BOS,Celtics,75,1302.5533,1294.87,30.558941,CHS,Stags,83,1445.981,1453.6643,H,L,0.4378261,
412,194712230BOS,NBA,1,1948,12/23/1947,12,0,CHS,Stags,83,1445.981,1453.6643,46.938774,BOS,Celtics,75,1302.5533,1294.87,A,W,0.5621739,
413,194712230PRO,NBA,1,1948,12/23/1947,18,0,NYK,Knicks,58,1466.5233,1453.2147,46.892597,PRO,Steamrollers,66,1248.4438,1261.7524,A,L,0.6636762,
413,194712230PRO,NBA,0,1948,12/23/1947,15,0,PRO,Steamrollers,66,1248.4438,1261.7524,27.386387,NYK,Knicks,58,1466.5233,1453.2147,H,W,0.3363238,
414,194712250BLB,NBA,1,1948,12/25/1947,13,0,CHS,Stags,70,1453.6643,1442.936,45.83292,BLB,Baltimore,87,1431.9843,1442.7125,A,L,0.38915968,
414,194712250BLB,NBA,0,1948,12/25/1947,18,0,BLB,Baltimore,87,1431.9843,1442.7125,45.809795,CHS,Stags,70,1453.6643,1442.936,H,W,0.61084032,
415,194712250NYK,NBA,1,1948,12/25/1947,16,0,PRO,Steamrollers,75,1261.7524,1258.4694,27.080833,NYK,Knicks,89,1453.2147,1456.4978,A,L,0.15738809,
415,194712250NYK,NBA,0,1948,12/25/1947,19,0,NYK,Knicks,89,1453.2147,1456.4978,47.22945,PRO,Steamrollers,75,1261.7524,1258.4694,H,W,0.84261191,
416,194712250STB,NBA,1,1948,12/25/1947,17,0,WSC,Capitols,73,1455.6534,1475.093,49.119884,STB,Bombers,56,1439.8669,1420.4274,A,W,0.38112593,
416,194712250STB,NBA,0,1948,12/25/1947,16,0,STB,Bombers,56,1439.8669,1420.4274,43.49136,WSC,Capitols,73,1455.6534,1475.093,H,L,0.61887407,
417,194712260GSW,NBA,1,1948,12/26/1947,17,0,PRO,Steamrollers,61,1258.4694,1250.84,26.377531,PHW,Warriors,89,1382.1716,1389.801,A,L,0.21623665,
417,194712260GSW,NBA,0,1948,12/26/1947,16,0,PHW,Warriors,89,1382.1716,1389.801,40.281937,PRO,Steamrollers,61,1258.4694,1250.84,H,W,0.78376335,
418,194712270BOS,NBA,0,1948,12/27/1947,19,0,BOS,Celtics,74,1294.87,1300.8699,31.14975,PRO,Steamrollers,63,1250.84,1244.8401,H,W,0.69616532,
418,194712270BOS,NBA,1,1948,12/27/1947,18,0,PRO,Steamrollers,63,1250.84,1244.8401,25.831257,BOS,Celtics,74,1294.87,1300.8699,A,L,0.30383468,
419,194712270NYK,NBA,1,1948,12/27/1947,14,0,CHS,Stags,79,1442.936,1457.0226,47.283215,NYK,Knicks,70,1456.4978,1442.4113,A,W,0.34215307,
419,194712270NYK,NBA,0,1948,12/27/1947,20,0,NYK,Knicks,70,1456.4978,1442.4113,45.778625,CHS,Stags,79,1442.936,1457.0226,H,L,0.65784693,
420,194712270WSC,NBA,1,1948,12/27/1947,17,0,PHW,Warriors,70,1389.801,1387.6461,40.055992,WSC,Capitols,72,1475.093,1477.2479,A,L,0.25604516,
420,194712270WSC,NBA,0,1948,12/27/1947,18,0,WSC,Capitols,72,1475.093,1477.2479,49.336819,PHW,Warriors,70,1389.801,1387.6461,H,W,0.74395484,
421,194712280STB,NBA,1,1948,12/28/1947,19,0,BLB,Baltimore,63,1442.7125,1438.0684,45.328701,STB,Bombers,67,1420.4274,1425.0715,A,L,0.38998801,
421,194712280STB,NBA,0,1948,12/28/1947,17,0,STB,Bombers,67,1420.4274,1425.0715,43.976337,BLB,Baltimore,63,1442.7125,1438.0684,H,W,0.61001199,
422,194712300BOS,NBA,1,1948,12/30/1947,18,0,PHW,Warriors,64,1387.6461,1380.2854,39.284721,BOS,Celtics,70,1300.8699,1308.2306,A,L,0.48097867,
422,194712300BOS,NBA,0,1948,12/30/1947,20,0,BOS,Celtics,70,1300.8699,1308.2306,31.88051,PHW,Warriors,64,1387.6461,1380.2854,H,W,0.51902133,
423,194712300PRO,NBA,1,1948,12/30/1947,15,0,CHS,Stags,85,1457.0226,1464.3678,48.033352,PRO,Steamrollers,73,1244.8401,1237.4949,A,W,0.6560576,
423,194712300PRO,NBA,0,1948,12/30/1947,19,0,PRO,Steamrollers,73,1244.8401,1237.4949,25.170906,CHS,Stags,85,1457.0226,1464.3678,H,L,0.3439424,
424,194801010BLB,NBA,0,1948,1/1/1948,20,0,BLB,Baltimore,60,1438.0684,1419.0874,43.351292,PHW,Warriors,72,1380.2854,1399.2664,H,L,0.71264637,
424,194801010BLB,NBA,1,1948,1/1/1948,19,0,PHW,Warriors,72,1380.2854,1399.2664,41.274731,BLB,Baltimore,60,1438.0684,1419.0874,A,W,0.28735363,
425,194801010STB,NBA,0,1948,1/1/1948,18,0,STB,Bombers,58,1425.0715,1429.0157,44.387573,BOS,Celtics,48,1308.2306,1304.2864,H,W,0.77699447,
425,194801010STB,NBA,1,1948,1/1/1948,21,0,BOS,Celtics,48,1308.2306,1304.2864,31.488142,STB,Bombers,58,1425.0715,1429.0157,A,L,0.22300553,
426,194801020GSW,NBA,1,1948,1/2/1948,19,0,WSC,Capitols,60,1477.2479,1468.288,48.431759,PHW,Warriors,69,1399.2664,1408.2263,A,L,0.4683553,
426,194801020GSW,NBA,0,1948,1/2/1948,20,0,PHW,Warriors,69,1399.2664,1408.2263,42.214241,WSC,Capitols,60,1477.2479,1468.288,H,W,0.5316447,
427,194801030NYK,NBA,1,1948,1/3/1948,21,0,BLB,Baltimore,79,1419.0874,1433.5667,44.861206,NYK,Knicks,70,1442.4113,1427.932,A,W,0.32961893,
427,194801030NYK,NBA,0,1948,1/3/1948,21,0,NYK,Knicks,70,1442.4113,1427.932,44.274647,BLB,Baltimore,79,1419.0874,1433.5667,H,L,0.67038107,
428,194801030PRO,NBA,0,1948,1/3/1948,20,0,PRO,Steamrollers,76,1237.4949,1234.1946,24.877285,CHS,Stags,79,1464.3678,1467.6681,H,L,0.32512027,
428,194801030PRO,NBA,1,1948,1/3/1948,16,0,CHS,Stags,79,1464.3678,1467.6681,48.368855,PRO,Steamrollers,76,1237.4949,1234.1946,A,W,0.67487973,
429,194801030WSC,NBA,0,1948,1/3/1948,20,0,WSC,Capitols,95,1468.288,1475.5432,49.165245,BOS,Celtics,60,1304.2864,1297.0311,H,W,0.82049656,
429,194801030WSC,NBA,1,1948,1/3/1948,22,0,BOS,Celtics,60,1304.2864,1297.0311,30.771229,WSC,Capitols,95,1468.288,1475.5432,A,L,0.17950344,
430,194801040STB,NBA,0,1948,1/4/1948,19,0,STB,Bombers,80,1429.0157,1436.8234,45.19952,PHW,Warriors,66,1408.2263,1400.4187,H,W,0.66714931,
430,194801040STB,NBA,1,1948,1/4/1948,21,0,PHW,Warriors,66,1408.2263,1400.4187,41.395599,STB,Bombers,80,1429.0157,1436.8234,A,L,0.33285069,
431,194801060BLB,NBA,1,1948,1/6/1948,21,0,PRO,Steamrollers,64,1234.1946,1230.4728,24.548496,BLB,Baltimore,82,1433.5667,1437.2885,A,L,0.15144348,
431,194801060BLB,NBA,0,1948,1/6/1948,22,0,BLB,Baltimore,82,1433.5667,1437.2885,45.247787,PRO,Steamrollers,64,1234.1946,1230.4728,H,W,0.84855652,
432,194801070NYK,NBA,0,1948,1/7/1948,22,0,NYK,Knicks,74,1427.932,1419.2684,43.37022,CHS,Stags,79,1467.6681,1476.3317,H,L,0.58586735,
432,194801070NYK,NBA,1,1948,1/7/1948,17,0,CHS,Stags,79,1467.6681,1476.3317,49.244637,NYK,Knicks,74,1427.932,1419.2684,A,W,0.41413265,
433,194801080BLB,NBA,0,1948,1/8/1948,23,0,BLB,Baltimore,78,1437.2885,1441.6934,45.70433,CHS,Stags,75,1476.3317,1471.9268,H,W,0.58683473,
433,194801080BLB,NBA,1,1948,1/8/1948,18,0,CHS,Stags,75,1476.3317,1471.9268,48.800278,BLB,Baltimore,78,1437.2885,1441.6934,A,L,0.41316527,
434,194801080STB,NBA,0,1948,1/8/1948,20,0,STB,Bombers,76,1436.8234,1441.2224,45.655575,WSC,Capitols,73,1475.5432,1471.1442,H,W,0.58728594,
434,194801080STB,NBA,1,1948,1/8/1948,21,0,WSC,Capitols,73,1475.5432,1471.1442,48.72113,STB,Bombers,76,1436.8234,1441.2224,A,L,0.41271406,
435,194801090GSW,NBA,0,1948,1/9/1948,22,0,PHW,Warriors,60,1400.4187,1384.2031,39.69511,CHS,Stags,77,1471.9268,1488.1423,H,L,0.54091156,
435,194801090GSW,NBA,1,1948,1/9/1948,19,0,CHS,Stags,77,1471.9268,1488.1423,50.425892,PHW,Warriors,60,1400.4187,1384.2031,A,W,0.45908844,
436,194801100PRO,NBA,0,1948,1/10/1948,22,0,PRO,Steamrollers,70,1230.4728,1241.2612,25.508337,BOS,Celtics,57,1297.0311,1286.2427,H,W,0.54797834,
436,194801100PRO,NBA,1,1948,1/10/1948,23,0,BOS,Celtics,57,1297.0311,1286.2427,29.717529,PRO,Steamrollers,70,1230.4728,1241.2612,A,L,0.45202166,
437,194801100WSC,NBA,0,1948,1/10/1948,22,0,WSC,Capitols,106,1471.1442,1474.8654,49.096939,PHW,Warriors,99,1384.2031,1380.4819,H,W,0.74575889,
437,194801100WSC,NBA,1,1948,1/10/1948,23,0,PHW,Warriors,99,1384.2031,1380.4819,39.305302,WSC,Capitols,106,1471.1442,1474.8654,A,L,0.25424111,
438,194801110BOS,NBA,1,1948,1/11/1948,23,0,WSC,Capitols,56,1474.8654,1446.8906,46.24147,BOS,Celtics,84,1286.2427,1314.2174,A,L,0.62484241,
438,194801110BOS,NBA,0,1948,1/11/1948,24,0,BOS,Celtics,84,1286.2427,1314.2174,32.479424,WSC,Capitols,56,1474.8654,1446.8906,H,W,0.37515762,
439,194801110CHS,NBA,0,1948,1/11/1948,20,0,CHS,Stags,99,1488.1423,1494.0676,51.012489,NYK,Knicks,86,1419.2684,1413.3431,H,W,0.72554111,
439,194801110CHS,NBA,1,1948,1/11/1948,23,0,NYK,Knicks,86,1419.2684,1413.3431,42.750263,CHS,Stags,99,1488.1423,1494.0676,A,L,0.27445889,
440,194801110STB,NBA,1,1948,1/11/1948,24,0,BLB,Baltimore,54,1441.6934,1432.7007,44.77116,STB,Bombers,69,1441.2224,1450.2151,A,L,0.36055982,
440,194801110STB,NBA,0,1948,1/11/1948,21,0,STB,Bombers,69,1441.2224,1450.2151,46.584114,BLB,Baltimore,54,1441.6934,1432.7007,H,W,0.63944018,
441,194801140WSC,NBA,1,1948,1/14/1948,21,0,CHS,Stags,67,1494.0676,1486.6708,50.279564,WSC,Capitols,75,1446.8906,1454.2875,A,L,0.42456198,
441,194801140WSC,NBA,0,1948,1/14/1948,24,0,WSC,Capitols,75,1446.8906,1454.2875,47.002754,CHS,Stags,67,1494.0676,1486.6708,H,W,0.57543802,
442,194801150PRO,NBA,0,1948,1/15/1948,23,0,PRO,Steamrollers,78,1241.2612,1229.9244,24.500265,BLB,Baltimore,98,1432.7007,1444.0375,H,L,0.37136444,
442,194801150PRO,NBA,1,1948,1/15/1948,25,0,BLB,Baltimore,98,1432.7007,1444.0375,45.946812,PRO,Steamrollers,78,1241.2612,1229.9244,A,W,0.62863553,
443,194801150STB,NBA,1,1948,1/15/1948,24,0,NYK,Knicks,59,1413.3431,1423.1067,43.771248,STB,Bombers,55,1450.2151,1440.4515,A,W,0.3126201,
443,194801150STB,NBA,0,1948,1/15/1948,22,0,STB,Bombers,55,1450.2151,1440.4515,45.575737,NYK,Knicks,59,1413.3431,1423.1067,H,L,0.6873799,
444,194801160BOS,NBA,0,1948,1/16/1948,25,0,BOS,Celtics,75,1314.2174,1330.6771,34.145,CHS,Stags,61,1486.6708,1470.2111,H,W,0.39721686,
444,194801160BOS,NBA,1,1948,1/16/1948,22,0,CHS,Stags,61,1486.6708,1470.2111,48.626678,BOS,Celtics,75,1314.2174,1330.6771,A,L,0.60278314,
445,194801160GSW,NBA,1,1948,1/16/1948,26,0,BLB,Baltimore,63,1444.0375,1435.5679,45.069164,PHW,Warriors,72,1380.4819,1388.9515,A,L,0.44774371,
445,194801160GSW,NBA,0,1948,1/16/1948,24,0,PHW,Warriors,72,1380.4819,1388.9515,40.192863,BLB,Baltimore,63,1444.0375,1435.5679,H,W,0.55225629,
446,194801170BLB,NBA,1,1948,1/17/1948,25,0,PHW,Warriors,79,1388.9515,1396.6074,40.995827,BLB,Baltimore,77,1435.5679,1427.912,A,W,0.30069482,
446,194801170BLB,NBA,0,1948,1/17/1948,27,0,BLB,Baltimore,77,1435.5679,1427.912,44.27256,PHW,Warriors,79,1388.9515,1396.6074,H,L,0.69930518,
447,194801170WSC,NBA,1,1948,1/17/1948,25,0,NYK,Knicks,62,1423.1067,1414.9713,42.920708,WSC,Capitols,78,1454.2875,1462.4229,A,L,0.31970292,
447,194801170WSC,NBA,0,1948,1/17/1948,25,0,WSC,Capitols,78,1454.2875,1462.4229,47.835171,NYK,Knicks,62,1423.1067,1414.9713,H,W,0.68029708,
448,194801180CHS,NBA,0,1948,1/18/1948,23,0,CHS,Stags,72,1470.2111,1476.4993,49.261505,BOS,Celtics,48,1330.6771,1324.3889,H,W,0.79880917,
448,194801180CHS,NBA,1,1948,1/18/1948,26,0,BOS,Celtics,48,1330.6771,1324.3889,33.505608,CHS,Stags,72,1470.2111,1476.4993,A,L,0.20119083,
449,194801180STB,NBA,1,1948,1/18/1948,24,0,PRO,Steamrollers,61,1229.9244,1227.6887,24.304182,STB,Bombers,70,1440.4515,1442.6873,A,L,0.14337486,
449,194801180STB,NBA,0,1948,1/18/1948,23,0,STB,Bombers,70,1440.4515,1442.6873,45.807182,PRO,Steamrollers,61,1229.9244,1227.6887,H,W,0.85662514,
450,194801190NYK,NBA,1,1948,1/19/1948,26,0,PHW,Warriors,63,1396.6074,1407.9513,42.185417,NYK,Knicks,57,1414.9713,1403.6274,A,W,0.33595842,
450,194801190NYK,NBA,0,1948,1/19/1948,26,0,NYK,Knicks,57,1414.9713,1403.6274,41.732117,PHW,Warriors,63,1396.6074,1407.9513,H,L,0.66404158,
451,194801200GSW,NBA,1,1948,1/20/1948,24,0,STB,Bombers,59,1442.6873,1428.7037,44.355068,PHW,Warriors,82,1407.9513,1421.9348,A,L,0.40716684,
451,194801200GSW,NBA,0,1948,1/20/1948,27,0,PHW,Warriors,82,1407.9513,1421.9348,43.648861,STB,Bombers,59,1442.6873,1428.7037,H,W,0.59283316,
452,194801210WSC,NBA,1,1948,1/21/1948,25,0,STB,Bombers,74,1428.7037,1423.8926,43.853298,WSC,Capitols,81,1462.4229,1467.234,A,L,0.31653339,
452,194801210WSC,NBA,0,1948,1/21/1948,26,0,WSC,Capitols,81,1462.4229,1467.234,48.324783,STB,Bombers,74,1428.7037,1423.8926,H,W,0.68346661,
